"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","immig_attitude"
53,63,49,50,1,95,51,0,0,0,1,51,50,97,2,"strongly unfavorable"
100,100,100,99,50,99,99,78,78,9,80,90,31,97,72,"favorable"
100,99,99,100,100,100,98,91,91,83,31,99,80,98,1,"favorable"
29,99,90,55,35,55,69,25,85,9,51,35,11,100,74,"favorable"
50,50,50,50,50,50,100,1,50,2,5,50,79,100,3,"unfavorable/indifferent"
50,50,51,100,1,50,79,0,51,2,50,0,0,80,50,"lightly favorable"
47,58,24,54,3,47,57,3,53,0,25,55,45,100,48,"lightly favorable"
78,94,76,53,75,88,90,78,81,78,25,55,25,83,9,"favorable"
100,95,70,70,81,80,65,100,80,100,50,81,51,95,3,"favorable"
100,92,86,94,52,80,92,47,91,84,70,29,88,99,62,"favorable"
51,51,50,51,50,51,26,50,50,50,50,73,41,50,0,"unfavorable/indifferent"
100,72,94,97,92,100,100,90,90,31,7,80,5,32,21,"favorable"
94,100,99,74,100,96,97,95,16,1,8,50,16,100,4,"strongly unfavorable"
50,79,50,48,16,51,51,49,49,10,19,50,62,84,52,"unfavorable/indifferent"
100,98,80,79,53,99,99,90,81,51,3,97,87,75,5,"favorable"
50,50,50,75,50,50,50,60,60,60,10,50,70,60,0,"lightly favorable"
69,80,77,50,39,85,80,51,50,6,30,39,51,95,29,"unfavorable/indifferent"
80,65,80,94,80,90,24,94,88,74,4,99,50,91,0,"favorable"
83,85,90,90,52,99,100,60,52,14,85,88,31,99,70,"lightly favorable"
23,66,20,68,37,61,32,44,26,30,48,31,18,20,48,"unfavorable/indifferent"
100,79,99,80,80,97,95,100,99,79,30,95,80,50,0,"favorable"
50,53,55,49,53,60,26,80,56,55,71,48,54,56,49,"lightly favorable"
99,100,32,99,12,100,15,17,24,1,51,100,9,99,75,"strongly unfavorable"
50,50,52,51,99,49,52,50,49,100,4,50,99,78,4,"unfavorable/indifferent"
91,99,97,100,2,99,99,14,79,1,3,50,11,97,2,"favorable"
100,100,100,100,51,100,100,70,74,100,33,51,85,100,51,"lightly favorable"
74,80,49,93,50,96,99,47,48,7,9,48,12,91,57,"unfavorable/indifferent"
100,97,99,98,94,99,49,100,84,99,47,99,75,96,0,"favorable"
98,98,50,99,30,99,98,13,69,13,71,32,26,100,40,"lightly favorable"
82,84,92,82,78,84,56,85,77,34,3,94,93,97,3,"favorable"
96,94,98,99,32,99,77,29,40,8,46,36,3,97,5,"unfavorable/indifferent"
99,6,95,13,6,4,9,3,100,93,7,10,4,3,5,"favorable"
98,97,84,84,39,99,100,57,73,11,26,76,28,94,54,"lightly favorable"
93,89,91,90,83,93,94,41,77,27,39,90,11,95,55,"favorable"
100,100,89,100,64,100,100,65,50,28,25,46,38,100,100,"unfavorable/indifferent"
97,60,88,78,71,52,68,67,87,65,27,81,85,50,10,"favorable"
31,95,31,48,2,48,100,58,31,0,4,91,2,100,31,"unfavorable/indifferent"
36,70,49,57,49,64,74,27,53,27,39,42,51,67,64,"lightly favorable"
95,51,87,69,71,89,78,62,70,29,25,47,60,91,49,"lightly favorable"
72,50,71,61,60,91,70,10,53,60,31,60,90,80,31,"lightly favorable"
79,100,79,50,30,79,99,51,29,2,26,49,27,100,4,"unfavorable/indifferent"
95,99,91,96,53,96,100,26,94,0,75,60,26,100,28,"favorable"
78,69,71,79,56,30,80,50,56,79,44,79,50,6,50,"lightly favorable"
51,79,22,50,10,47,50,51,39,20,29,50,41,72,50,"unfavorable/indifferent"
53,52,53,52,52,52,53,52,48,32,3,53,62,80,13,"unfavorable/indifferent"
95,89,89,89,89,90,45,50,90,52,36,89,80,11,5,"favorable"
80,91,77,91,6,81,96,30,1,6,51,51,37,75,21,"strongly unfavorable"
75,53,69,71,63,58,69,91,58,83,33,88,53,79,4,"lightly favorable"
7,100,13,89,3,21,91,11,21,3,78,4,19,100,22,"strongly unfavorable"
59,72,60,67,0,62,88,58,14,2,51,83,28,83,1,"strongly unfavorable"
80,90,89,65,70,97,61,81,80,50,66,86,71,97,40,"favorable"
98,97,94,100,86,97,99,9,6,19,18,6,98,97,34,"strongly unfavorable"
30,90,45,60,100,20,5,1,60,40,5,50,80,50,1,"lightly favorable"
51,50,40,54,50,51,100,1,49,0,1,0,0,86,2,"unfavorable/indifferent"
99,93,88,82,82,94,93,52,92,84,52,77,74,78,96,"favorable"
100,100,100,100,50,100,100,50,80,50,50,51,51,100,0,"favorable"
80,81,60,11,0,100,100,2,1,0,0,0,11,100,13,"strongly unfavorable"
50,50,51,51,34,51,50,50,31,6,51,75,27,90,22,"unfavorable/indifferent"
49,51,50,32,22,3,72,7,5,2,28,3,19,97,55,"strongly unfavorable"
100,100,100,90,80,100,100,70,81,10,12,100,91,100,49,"favorable"
96,95,51,70,51,95,95,50,70,99,10,96,95,90,60,"lightly favorable"
88,85,78,88,67,81,93,88,73,68,63,99,73,71,1,"lightly favorable"
66,65,85,80,75,85,25,75,100,41,22,100,27,66,0,"favorable"
100,3,60,76,50,62,81,7,60,93,10,6,70,51,0,"lightly favorable"
18,99,40,8,48,21,91,45,52,34,47,25,90,24,18,"lightly favorable"
95,98,96,98,98,95,96,100,96,99,7,5,14,97,16,"favorable"
90,94,99,83,65,99,100,53,51,1,56,74,12,100,0,"lightly favorable"
93,78,21,18,26,33,91,29,19,96,59,6,54,66,50,"strongly unfavorable"
75,76,58,75,50,81,51,100,41,50,30,70,50,94,1,"unfavorable/indifferent"
53,51,50,54,3,50,51,36,44,1,2,51,3,97,52,"unfavorable/indifferent"
78,50,54,51,51,51,82,78,50,51,28,53,78,77,6,"unfavorable/indifferent"
74,89,95,89,99,36,100,94,100,14,2,99,80,57,1,"favorable"
100,87,99,99,99,99,71,98,100,91,1,100,100,97,3,"favorable"
55,63,34,51,33,72,91,50,38,31,14,44,70,15,0,"unfavorable/indifferent"
93,91,84,91,85,94,96,51,55,71,89,92,11,98,56,"lightly favorable"
85,91,88,87,82,86,89,53,70,3,33,86,99,84,19,"lightly favorable"
50,50,100,100,31,50,100,3,90,0,50,50,0,100,50,"favorable"
80,89,80,81,50,80,90,50,50,20,0,31,100,100,20,"unfavorable/indifferent"
50,50,28,86,3,91,96,52,27,7,20,52,27,14,50,"unfavorable/indifferent"
97,99,95,97,53,96,52,56,57,39,24,53,42,81,56,"lightly favorable"
100,100,100,99,100,100,100,50,80,100,46,80,86,81,41,"favorable"
47,53,50,50,50,43,36,1,46,0,50,72,0,60,49,"unfavorable/indifferent"
45,83,40,52,20,54,96,69,49,11,51,16,47,79,50,"unfavorable/indifferent"
59,62,57,54,56,59,49,64,57,52,34,58,58,51,12,"lightly favorable"
51,74,69,77,7,88,83,25,50,5,75,51,1,95,51,"unfavorable/indifferent"
96,95,98,96,96,96,88,50,89,56,49,96,50,97,51,"favorable"
26,89,40,75,0,89,90,26,40,3,46,22,20,89,76,"unfavorable/indifferent"
1,50,1,1,4,4,7,6,0,1,1,2,43,1,5,"strongly unfavorable"
75,57,99,71,66,69,62,91,77,57,11,99,85,91,2,"favorable"
96,90,94,84,100,93,91,95,90,79,79,91,71,100,64,"favorable"
45,51,59,73,39,52,40,28,50,50,3,50,69,28,29,"unfavorable/indifferent"
53,95,51,57,7,75,100,4,5,2,47,2,20,100,19,"strongly unfavorable"
53,40,22,45,53,51,55,42,36,71,38,47,41,33,48,"unfavorable/indifferent"
95,89,89,95,75,95,96,20,82,0,10,87,7,100,0,"favorable"
15,79,13,13,3,18,83,53,8,4,4,64,52,52,51,"strongly unfavorable"
80,90,80,50,30,95,95,50,50,0,40,50,25,95,30,"unfavorable/indifferent"
76,70,77,80,75,80,50,83,70,65,5,80,50,20,1,"lightly favorable"
30,80,50,70,1,80,90,6,80,1,51,1,5,95,51,"favorable"
49,81,51,51,33,96,100,6,72,0,72,53,11,99,81,"lightly favorable"
91,97,79,99,52,100,99,26,75,2,49,27,23,98,50,"lightly favorable"
75,50,90,80,80,100,5,100,75,90,15,100,80,30,2,"lightly favorable"
50,59,59,59,33,50,70,1,14,8,24,61,8,77,32,"strongly unfavorable"
84,80,84,78,81,88,91,88,79,31,75,73,26,95,89,"favorable"
2,66,10,11,2,19,7,3,9,3,22,5,0,82,31,"strongly unfavorable"
31,50,30,50,52,22,51,80,40,51,10,59,11,51,12,"unfavorable/indifferent"
98,99,100,97,52,99,100,4,30,4,30,51,6,100,86,"unfavorable/indifferent"
30,96,50,54,11,78,82,50,3,1,50,51,51,94,50,"strongly unfavorable"
61,61,61,85,31,95,100,30,44,0,50,30,51,80,11,"unfavorable/indifferent"
100,100,100,100,94,100,100,100,48,97,50,100,50,90,5,"unfavorable/indifferent"
19,87,87,88,1,87,94,28,5,1,3,9,2,98,49,"strongly unfavorable"
91,88,95,98,76,99,100,52,77,24,57,79,2,100,2,"favorable"
100,99,98,80,34,99,99,10,40,5,82,90,7,97,23,"unfavorable/indifferent"
30,76,60,75,65,81,78,49,76,6,49,91,51,99,50,"favorable"
50,68,51,52,51,51,39,67,50,48,9,71,63,61,7,"unfavorable/indifferent"
35,40,35,41,32,50,40,5,30,66,2,50,30,66,50,"unfavorable/indifferent"
50,69,73,62,44,69,46,55,43,17,28,50,48,68,41,"unfavorable/indifferent"
86,88,84,89,86,88,91,86,76,70,61,90,84,81,69,"favorable"
90,90,61,50,11,88,99,31,31,20,81,80,12,100,46,"unfavorable/indifferent"
99,99,100,99,100,100,71,85,89,77,29,99,94,94,30,"favorable"
79,65,89,75,78,84,71,66,63,66,40,83,48,80,22,"lightly favorable"
95,99,96,96,6,80,96,90,96,6,22,10,30,70,70,"favorable"
10,80,63,75,24,20,91,5,25,2,25,25,2,94,10,"strongly unfavorable"
50,50,50,50,50,50,90,50,50,100,10,49,30,90,30,"unfavorable/indifferent"
55,82,77,75,28,71,76,19,75,12,31,55,6,70,27,"lightly favorable"
100,99,46,99,6,100,60,10,20,1,50,11,10,80,50,"strongly unfavorable"
90,100,84,70,100,100,3,100,82,89,3,100,80,89,12,"favorable"
80,94,69,94,80,91,99,20,4,4,50,58,7,99,60,"strongly unfavorable"
30,70,40,50,40,50,50,56,40,19,4,60,50,89,50,"unfavorable/indifferent"
85,82,75,75,55,89,70,35,64,23,19,97,85,92,49,"lightly favorable"
77,72,75,91,23,52,100,12,11,4,26,60,10,99,13,"strongly unfavorable"
29,76,77,44,26,78,52,51,61,21,33,38,91,81,16,"lightly favorable"
30,90,26,81,0,51,90,0,0,1,50,6,30,96,51,"strongly unfavorable"
45,50,43,50,0,50,50,50,0,0,30,0,0,89,50,"strongly unfavorable"
0,93,100,0,2,75,100,0,0,1,11,1,1,88,50,"strongly unfavorable"
100,100,99,98,7,100,91,1,100,0,33,100,3,94,51,"favorable"
78,75,75,75,70,75,75,26,50,25,31,75,40,94,46,"unfavorable/indifferent"
85,76,84,86,79,82,56,50,85,51,6,77,91,74,2,"favorable"
89,89,89,89,89,89,88,89,88,89,29,89,79,89,3,"favorable"
99,59,92,74,88,91,48,99,97,97,44,89,96,42,12,"favorable"
81,91,96,100,50,90,91,7,90,1,5,90,3,91,90,"favorable"
81,84,80,82,21,100,100,5,78,1,52,5,9,97,53,"favorable"
100,57,79,77,41,97,100,82,46,98,9,81,51,46,52,"unfavorable/indifferent"
100,41,100,100,100,100,3,91,100,99,0,100,50,53,0,"favorable"
100,100,2,76,4,100,99,8,1,1,23,99,9,99,0,"strongly unfavorable"
40,61,51,61,60,61,61,12,50,10,40,40,31,80,40,"unfavorable/indifferent"
50,50,50,50,50,51,100,10,50,18,17,14,60,25,35,"unfavorable/indifferent"
44,24,81,51,32,51,50,49,28,29,28,51,41,48,30,"unfavorable/indifferent"
41,90,35,70,30,90,80,95,36,2,6,91,52,95,51,"unfavorable/indifferent"
95,80,96,95,95,95,56,95,96,50,6,100,95,95,1,"favorable"
21,71,70,90,2,80,91,1,11,1,5,1,30,80,30,"strongly unfavorable"
75,74,74,72,62,84,72,78,75,70,79,75,72,75,80,"lightly favorable"
80,69,79,65,20,94,93,3,8,2,1,0,1,89,5,"strongly unfavorable"
46,49,49,47,7,52,54,3,47,1,28,48,20,90,1,"unfavorable/indifferent"
78,88,75,76,3,84,67,30,91,0,26,64,2,71,2,"favorable"
92,98,50,86,50,88,93,85,31,89,21,86,42,88,55,"unfavorable/indifferent"
94,80,74,80,81,81,81,53,79,1,52,81,4,99,3,"favorable"
0,90,0,50,50,80,50,79,27,0,0,78,50,69,50,"unfavorable/indifferent"
50,91,11,70,3,49,40,6,10,1,11,5,10,19,50,"strongly unfavorable"
51,51,51,51,30,50,80,2,29,1,25,51,1,90,1,"unfavorable/indifferent"
100,30,51,50,50,95,14,94,55,100,47,56,51,14,9,"lightly favorable"
78,80,73,82,84,79,82,76,83,77,16,86,83,77,26,"favorable"
83,78,73,73,54,76,92,52,51,98,54,54,55,77,55,"lightly favorable"
100,100,100,99,99,99,99,100,99,99,9,89,79,49,8,"favorable"
66,74,51,74,59,74,50,76,60,51,27,51,51,79,6,"lightly favorable"
95,95,95,96,5,100,97,25,96,26,45,52,85,80,60,"favorable"
50,50,50,50,41,50,50,25,50,10,51,50,20,90,50,"unfavorable/indifferent"
95,95,95,95,95,95,90,30,75,31,56,31,36,90,50,"lightly favorable"
100,80,100,95,90,100,90,100,95,96,0,95,70,90,0,"favorable"
77,94,82,90,13,77,98,29,78,32,28,51,28,86,28,"favorable"
81,77,76,59,9,76,78,29,81,6,9,80,3,97,16,"favorable"
19,97,99,99,4,96,19,14,56,1,6,53,5,93,62,"lightly favorable"
80,81,70,80,66,90,94,27,60,0,17,70,12,90,80,"lightly favorable"
72,34,90,91,90,69,39,91,79,94,9,96,93,54,2,"favorable"
99,0,100,100,99,100,99,100,100,99,0,99,100,0,0,"favorable"
97,68,87,95,74,92,56,90,93,89,18,81,91,77,2,"favorable"
95,78,86,79,80,82,38,94,80,80,9,93,82,79,13,"favorable"
73,78,70,99,65,99,2,51,51,2,2,99,51,48,2,"lightly favorable"
13,99,3,19,0,27,81,51,3,0,0,8,93,99,100,"strongly unfavorable"
53,49,50,56,51,50,24,51,66,66,8,52,55,51,3,"lightly favorable"
0,98,3,2,5,100,2,48,3,0,0,0,95,1,78,"strongly unfavorable"
99,99,99,99,15,99,15,93,69,95,13,99,96,58,0,"lightly favorable"
51,55,50,50,51,52,50,23,50,16,39,49,15,97,13,"unfavorable/indifferent"
94,100,40,48,58,64,100,66,47,9,19,100,9,86,14,"unfavorable/indifferent"
60,50,60,61,50,49,70,40,78,60,29,51,12,20,23,"favorable"
50,55,48,51,42,51,63,9,51,7,49,50,9,87,50,"lightly favorable"
17,94,94,97,91,75,85,59,81,4,59,88,93,96,77,"favorable"
95,90,98,85,75,97,98,100,70,95,70,90,95,90,5,"lightly favorable"
78,94,100,90,60,100,90,41,94,15,51,76,27,92,6,"favorable"
2,78,14,38,2,62,38,15,1,0,47,13,64,95,55,"strongly unfavorable"
99,69,89,96,31,92,28,91,95,83,38,89,99,69,4,"favorable"
91,31,16,91,90,51,50,11,5,91,9,30,51,80,11,"strongly unfavorable"
64,78,26,52,21,26,100,17,4,7,52,2,46,83,50,"strongly unfavorable"
99,99,100,100,80,99,50,50,99,80,10,100,30,99,100,"favorable"
73,100,50,76,1,100,100,1,1,1,50,3,1,100,50,"strongly unfavorable"
83,57,88,80,66,87,50,53,88,56,7,89,73,76,1,"favorable"
20,79,50,52,0,49,74,28,30,1,26,7,50,55,50,"unfavorable/indifferent"
65,75,65,80,40,45,50,1,50,45,45,50,5,25,50,"unfavorable/indifferent"
84,76,74,84,75,86,95,41,90,0,21,11,5,94,20,"favorable"
80,80,97,80,80,85,61,81,81,91,28,81,79,39,4,"favorable"
80,86,86,71,32,91,95,75,56,6,22,41,60,94,6,"lightly favorable"
5,90,81,76,50,10,90,10,50,0,50,0,11,25,100,"unfavorable/indifferent"
26,51,66,94,3,81,80,18,50,1,53,70,3,97,6,"unfavorable/indifferent"
94,97,98,99,99,95,96,98,99,100,8,3,13,98,8,"favorable"
85,90,82,87,82,78,78,74,66,74,31,81,46,88,2,"lightly favorable"
60,61,53,59,51,56,58,58,57,75,65,59,56,74,37,"lightly favorable"
50,79,50,50,53,49,66,51,51,50,43,50,39,63,41,"lightly favorable"
46,50,75,95,50,81,87,14,72,29,2,40,67,65,10,"lightly favorable"
50,63,61,51,48,80,52,47,58,8,41,81,44,77,57,"lightly favorable"
50,51,50,50,50,50,69,70,79,31,4,50,50,49,21,"favorable"
99,95,96,90,81,94,91,95,90,95,11,99,100,100,7,"favorable"
75,75,75,75,75,50,26,90,75,75,6,75,90,75,0,"lightly favorable"
53,50,52,48,24,62,61,51,23,11,45,60,26,84,43,"strongly unfavorable"
59,69,51,63,13,88,94,50,43,21,38,25,62,75,27,"unfavorable/indifferent"
100,54,84,83,73,75,64,100,74,74,45,100,100,100,43,"lightly favorable"
79,79,89,79,71,66,90,50,50,0,12,59,80,98,22,"unfavorable/indifferent"
81,80,77,81,83,76,72,83,79,65,66,83,57,81,0,"favorable"
100,82,81,78,66,98,100,56,82,80,76,53,80,92,2,"favorable"
100,96,100,100,93,100,3,100,100,90,84,100,7,81,11,"favorable"
80,75,80,80,70,70,61,100,90,100,1,100,70,50,0,"favorable"
100,96,96,96,85,98,100,100,85,100,46,95,90,87,30,"favorable"
50,40,50,50,50,50,40,90,50,50,0,80,75,50,0,"unfavorable/indifferent"
28,97,44,66,6,91,98,25,10,2,8,60,78,97,50,"strongly unfavorable"
100,100,100,100,100,100,21,100,100,100,8,100,100,31,0,"favorable"
13,95,46,9,51,71,79,28,20,4,75,19,3,99,5,"strongly unfavorable"
52,50,53,50,32,50,53,55,52,18,50,100,13,75,48,"lightly favorable"
87,81,83,100,89,91,80,52,91,4,94,53,7,98,89,"favorable"
90,90,88,89,79,90,88,43,80,50,40,88,45,78,31,"favorable"
54,91,93,59,24,51,97,28,46,7,52,51,23,94,26,"unfavorable/indifferent"
90,20,91,95,89,80,81,75,90,97,1,82,82,32,0,"favorable"
51,50,50,50,50,51,0,50,50,1,1,90,50,50,0,"unfavorable/indifferent"
95,95,95,95,25,95,95,25,75,50,22,50,95,75,25,"lightly favorable"
94,93,95,95,97,91,97,72,95,99,0,99,50,25,28,"favorable"
79,56,82,76,78,78,82,55,80,77,1,99,81,80,1,"favorable"
52,50,52,50,53,53,50,83,79,50,21,100,99,51,1,"favorable"
76,66,92,80,72,78,100,31,71,22,16,46,77,99,25,"lightly favorable"
63,70,59,75,40,88,64,50,61,0,5,60,59,91,66,"lightly favorable"
93,94,88,94,41,93,94,19,62,3,33,19,33,88,71,"lightly favorable"
50,50,50,50,0,50,0,50,50,0,0,50,25,50,0,"unfavorable/indifferent"
81,73,76,81,78,100,51,81,69,87,27,79,93,47,3,"lightly favorable"
28,100,1,14,1,79,100,8,1,2,1,1,39,98,48,"strongly unfavorable"
100,77,100,100,100,100,91,66,100,100,56,96,82,76,6,"favorable"
98,52,100,98,98,98,49,78,100,98,3,99,97,50,0,"favorable"
91,90,84,89,41,87,82,28,51,2,46,79,3,95,1,"lightly favorable"
75,75,75,75,69,75,70,69,75,52,30,75,69,52,1,"lightly favorable"
79,78,76,79,28,82,50,83,77,28,52,91,40,99,31,"favorable"
96,91,90,90,11,100,91,2,12,3,32,3,1,97,50,"strongly unfavorable"
71,80,81,60,70,60,21,71,80,50,3,50,50,50,1,"favorable"
79,70,70,80,50,80,81,50,61,22,50,70,80,100,3,"lightly favorable"
50,50,100,50,50,50,51,53,50,50,5,50,50,85,52,"unfavorable/indifferent"
75,75,77,73,60,75,50,77,60,12,73,15,37,73,14,"lightly favorable"
90,97,85,91,89,90,94,88,93,10,3,87,94,89,5,"favorable"
69,80,70,81,51,80,80,76,80,51,21,51,91,96,49,"favorable"
81,81,81,80,66,81,81,82,80,90,32,78,89,78,12,"favorable"
97,92,61,82,28,84,93,28,62,13,52,45,39,94,85,"lightly favorable"
80,80,80,70,40,80,80,30,80,6,70,80,50,90,80,"favorable"
64,76,52,77,16,77,78,49,26,10,50,27,5,76,50,"unfavorable/indifferent"
78,59,84,79,75,81,58,66,63,56,38,93,60,58,2,"lightly favorable"
80,75,90,95,71,100,25,70,91,70,10,91,75,75,0,"favorable"
98,97,94,99,51,51,2,100,6,94,1,100,74,93,0,"strongly unfavorable"
97,78,80,73,69,76,80,71,88,88,51,100,51,91,41,"favorable"
50,51,50,50,50,51,51,31,51,4,45,50,21,94,21,"lightly favorable"
68,93,51,34,9,97,98,87,12,0,44,69,79,100,40,"strongly unfavorable"
85,85,85,85,60,85,85,5,84,1,50,85,25,95,1,"favorable"
100,94,92,99,68,100,96,96,84,88,47,99,99,95,41,"favorable"
80,81,77,74,40,80,89,10,50,9,50,3,9,90,3,"unfavorable/indifferent"
98,98,98,98,75,100,100,0,51,0,50,50,0,98,0,"lightly favorable"
70,80,71,99,80,50,1,90,69,1,1,69,100,41,1,"lightly favorable"
24,75,21,16,1,25,27,1,1,1,18,1,1,77,2,"strongly unfavorable"
70,62,65,59,62,57,63,74,56,67,39,81,28,85,50,"lightly favorable"
100,100,100,100,100,100,100,100,100,95,31,100,99,46,0,"favorable"
90,91,99,99,89,99,81,99,99,69,1,82,78,100,2,"favorable"
50,50,50,50,41,50,41,50,50,40,1,50,42,90,1,"unfavorable/indifferent"
84,76,86,75,56,79,97,67,51,81,13,30,99,96,50,"lightly favorable"
90,91,92,91,90,90,91,90,90,90,6,91,89,90,0,"favorable"
64,50,3,31,3,10,54,2,2,34,50,1,53,50,50,"strongly unfavorable"
99,100,91,89,27,99,100,30,50,1,89,79,6,99,50,"unfavorable/indifferent"
62,40,55,2,51,97,1,98,52,10,2,70,100,2,1,"lightly favorable"
100,100,100,100,100,100,100,100,75,100,80,100,100,100,0,"lightly favorable"
97,97,97,97,95,97,94,50,95,1,80,89,31,99,10,"favorable"
65,91,89,90,51,91,81,4,50,0,50,51,12,100,50,"unfavorable/indifferent"
75,75,75,75,76,76,51,95,80,85,11,85,61,75,10,"favorable"
88,98,100,69,9,89,98,41,0,0,12,20,10,100,12,"strongly unfavorable"
83,84,81,84,80,86,91,83,78,31,27,98,50,97,2,"favorable"
66,66,66,71,42,52,70,20,67,9,10,64,41,91,70,"lightly favorable"
79,82,51,51,50,79,91,50,66,38,51,86,44,80,52,"lightly favorable"
68,32,64,73,68,33,23,57,75,57,1,87,88,24,0,"lightly favorable"
48,79,57,74,25,57,74,40,40,9,41,50,20,58,59,"unfavorable/indifferent"
50,51,50,51,39,77,97,40,50,30,50,16,42,79,51,"unfavorable/indifferent"
81,71,80,77,81,84,69,80,78,84,51,81,83,76,83,"favorable"
100,100,100,100,20,100,100,2,21,0,7,4,3,100,2,"strongly unfavorable"
62,79,57,52,40,95,99,42,50,40,51,99,47,99,50,"unfavorable/indifferent"
88,40,42,53,70,29,68,75,15,48,55,83,71,41,88,"strongly unfavorable"
50,100,3,51,50,50,31,50,1,51,0,51,4,50,51,"strongly unfavorable"
76,51,75,75,76,98,6,49,76,51,1,100,80,76,1,"favorable"
100,80,85,99,89,65,100,52,98,99,5,84,17,28,69,"favorable"
95,95,95,95,50,95,50,100,95,95,0,95,100,95,0,"favorable"
50,79,52,51,46,87,90,77,39,30,18,28,68,89,30,"unfavorable/indifferent"
90,100,81,85,51,90,100,50,60,5,41,50,31,96,75,"lightly favorable"
1,95,70,75,0,80,100,0,0,0,11,0,11,100,90,"strongly unfavorable"
70,84,74,78,3,74,90,1,53,0,62,76,79,100,55,"lightly favorable"
74,78,66,78,0,80,90,0,0,0,12,70,82,100,100,"strongly unfavorable"
48,81,53,62,50,92,92,8,47,0,41,70,27,99,33,"unfavorable/indifferent"
52,71,66,54,20,71,69,56,81,55,49,30,59,80,20,"favorable"
99,51,100,99,99,96,98,53,100,30,53,99,28,92,5,"favorable"
95,75,100,100,92,100,87,70,75,66,20,100,55,75,0,"lightly favorable"
25,75,51,24,10,50,97,1,25,1,25,10,2,98,50,"strongly unfavorable"
25,96,29,65,8,97,98,7,19,3,79,11,8,100,80,"strongly unfavorable"
97,97,97,97,97,97,97,97,97,97,0,97,97,12,0,"favorable"
85,80,56,49,52,76,55,84,52,86,70,70,65,51,29,"lightly favorable"
95,100,90,81,0,99,100,1,0,0,30,98,25,100,100,"strongly unfavorable"
90,80,90,21,31,90,90,50,30,0,80,89,6,100,90,"unfavorable/indifferent"
90,100,100,100,50,50,90,75,90,100,50,90,100,100,75,"favorable"
51,51,81,51,50,90,91,70,66,48,30,56,71,80,21,"lightly favorable"
79,100,100,100,100,99,100,100,100,100,77,100,54,100,13,"favorable"
83,97,67,93,92,89,98,100,99,14,1,99,68,90,1,"favorable"
61,85,16,55,23,81,75,33,28,6,14,19,21,71,7,"unfavorable/indifferent"
97,94,97,99,71,100,100,85,73,100,47,13,81,96,49,"lightly favorable"
75,77,90,94,57,94,93,41,74,41,50,62,40,72,30,"lightly favorable"
60,88,49,60,6,89,69,69,50,14,10,75,21,63,37,"unfavorable/indifferent"
51,50,51,51,50,51,51,50,50,45,39,51,58,55,33,"unfavorable/indifferent"
65,89,70,70,51,90,90,50,49,2,25,50,25,90,3,"unfavorable/indifferent"
22,100,38,49,8,79,82,19,28,13,5,53,54,56,3,"unfavorable/indifferent"
37,81,59,70,20,68,82,13,51,9,54,51,31,71,66,"lightly favorable"
25,31,21,5,0,0,10,0,11,0,0,5,6,10,0,"strongly unfavorable"
100,86,88,100,99,100,99,73,87,97,47,97,51,48,100,"favorable"
79,79,81,91,82,89,66,77,80,81,51,89,81,82,0,"favorable"
80,6,80,50,20,50,50,85,20,50,22,50,0,0,50,"strongly unfavorable"
78,81,80,99,61,80,31,79,61,47,49,96,31,79,30,"lightly favorable"
65,64,64,91,54,86,28,78,81,66,52,91,69,64,4,"favorable"
98,20,99,99,89,97,25,95,100,90,20,100,100,50,0,"favorable"
88,87,87,80,83,86,100,47,86,30,58,85,59,88,60,"favorable"
94,94,94,91,22,94,94,4,28,30,50,44,13,91,7,"unfavorable/indifferent"
90,80,71,70,50,80,99,80,50,100,50,51,50,79,50,"unfavorable/indifferent"
65,70,80,82,40,80,91,30,65,4,46,10,46,96,15,"lightly favorable"
61,70,63,66,63,76,80,35,71,29,28,70,50,65,63,"lightly favorable"
52,50,50,61,50,70,27,91,51,68,10,63,91,81,5,"lightly favorable"
58,74,59,50,44,67,78,49,50,42,27,48,59,75,0,"unfavorable/indifferent"
81,49,91,79,10,79,89,25,81,6,49,50,22,100,50,"favorable"
79,90,81,91,2,91,90,31,80,0,79,5,4,95,50,"favorable"
98,100,94,94,95,97,98,98,69,96,80,85,99,97,91,"lightly favorable"
51,51,51,51,0,0,0,51,51,75,0,81,69,49,0,"lightly favorable"
79,100,28,78,69,100,92,60,50,78,9,12,100,51,50,"unfavorable/indifferent"
96,35,95,95,95,85,21,90,100,80,16,100,46,45,1,"favorable"
50,50,50,50,52,50,0,50,50,50,25,50,75,25,0,"unfavorable/indifferent"
91,91,91,91,95,91,75,85,100,80,41,90,50,100,40,"favorable"
88,91,90,79,88,89,73,91,75,82,35,95,72,77,0,"lightly favorable"
50,50,50,50,50,50,56,50,50,50,50,50,50,63,50,"unfavorable/indifferent"
76,2,28,15,0,14,83,0,31,100,1,0,36,0,0,"unfavorable/indifferent"
96,79,100,100,92,100,50,100,92,78,61,100,74,94,4,"favorable"
66,100,26,67,1,76,100,50,0,0,40,2,26,100,50,"strongly unfavorable"
99,51,99,100,99,100,3,100,100,100,49,100,79,50,3,"favorable"
75,75,75,75,50,75,95,70,50,15,10,75,50,85,51,"unfavorable/indifferent"
